"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Locust Bean Gum Trays","14.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Konjac Glucomannan Films","14.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Fungal Keratinase Composites","13.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Bacterial Nanocellulose Foams","14.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pha From Bacteria (Films)","15.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Phb Bottles/Trays","15.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Polyhydroxybutyrate Composites","15.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Spider Silk-Inspired Synthetics","13.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Nettle Fiber Bags","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Willow Bark Composites","16.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Recycled Cardboard / Paperboard","20.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Molded Pulp (Recycled Paper Fiber)","19.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Kraft Paper Wraps, Paper Padding","20.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Starch-Based Foams/Peanuts","15.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Mycelium-Based Molded Packaging","13.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pla Bioplastic (Films, Rigid)","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Cellulose / Seaweed Bio-Films","13.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pcr Pet (Bottles, Trays)","-3.4"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pcr Hdpe/Ldpe","-3.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Glass (Bottles, Jars, Vials)","-0.4"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Aluminium Cans / Tins","-0.5"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Bamboo (Components, Shells)","15.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Cork, Wood, Wood-Composites","17.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Cotton/Jute Textile Bags","20.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Hemp Fiber Molded Packaging","17.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Sugarcane Bagasse Sheets","17.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Rice Husk Composites","14.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Recycled Steel Tins","-1.0"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pcr Pp (Polypropylene) Trays","-5.0"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Beeswax-Coated Paper","14.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Seaweed-Based Rigid Trays","13.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Newspaper Honeycomb Inserts","19.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Algae-Based Plastics","12.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Cellophane Films","16.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Cornstarch-Based Bioplastic Trays","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Coconut Coir Padding","16.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Palm Leaf Trays","14.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Banana Fiber Composites","15.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Cassava Starch Foams","14.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Beet Pulp Molded Pulp","17.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Carrot Pulp Trays","14.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Tapioca-Based Films","16.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Corn Cob Fillers","16.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Peanut Shell Composites","14.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Sorghum Stalk Padding","15.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Flax Fiber Bags","17.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Sisal Fiber Wraps","16.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Abaca (Manila Hemp) Sheets","17.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Kapok Fiber Cushions","13.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pineapple Leaf Fibers (Piña)","15.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Coffee Husk Composites","14.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Olive Stone Fillers","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Date Palm Composites","17.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Avocado Seed Bioplastics","12.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Mushroom Root (Mycelium Variants)","13.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Agar-Agar Films (Seaweed Binder)","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Wheat Bran Sheets","18.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Barley Straw Pulp","19.0"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Maize Cob Composites","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Potato Starch Foams","15.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Sugarcane Pulp Trays","17.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Apple Pomace Films","14.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Bamboo Leaf Sheets","15.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Reed Fiber Padding","16.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Esparto Grass Composites","15.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Typha (Cattail) Fiber","15.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Kenaf Fiber Molded","17.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Ramie Fiber Bags","16.5"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Coir Pith Blocks","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Areca Palm Leaf Plates","14.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Sal Leaf Plates","15.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Sago Palm Starch Films","15.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Jackfruit Seed Bioplastics","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Durian Rind Composites","15.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Mango Seed Coatings","15.0"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Papaya Leaf Fibers","15.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Guava Pomace Fillers","16.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Lentil Hull Composites","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Chickpea Straw Pulp","17.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Soybean Hull Sheets","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Alginate Films (Brown Algae)","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Carrageenan Wraps (Red Algae)","13.4"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Fucoidan-Based Trays","13.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pectin Films (Fruit-Derived)","13.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Bacterial Cellulose Sheets","14.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pullulan Films (Fungal)","13.4"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Xanthan Gum Coatings","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Guar Gum Composites","14.5"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Orange Peel Composites","14.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Lemon Peel Films","13.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pomegranate Rind Trays","15.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Grape Pomace Fillers","15.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Tomato Skin Sheets","14.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Onion Peel Composites","15.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Garlic Husk Padding","15.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Eggshell Calcium Composites","17.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Crab Shell Chitin Films","13.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Shrimp Shell Chitosan Trays","14.0"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Fish Scale Bioplastics","12.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Feather Keratin Foams","12.4"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Wool Fiber Padding","18.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Silk Cocoons Composites","13.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Casein (Milk Protein) Films","13.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Gelatin-Based Wraps","14.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Collagen Sheets","14.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Lignin Foams (Wood Extract)","12.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Hemicellulose Films","13.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Glucomannan Noodles/Padding","14.4"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Locust Bean Gum Trays","14.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Konjac Glucomannan Films","14.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Fungal Keratinase Composites","13.3"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Bacterial Nanocellulose Foams","14.1"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Pha From Bacteria (Films)","15.2"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Phb Bottles/Trays","15.6"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Polyhydroxybutyrate Composites","15.8"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Spider Silk-Inspired Synthetics","13.9"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Nettle Fiber Bags","16.7"
"Perfume gift set","Cosmetics","Paperboard box + molded pulp trays","Willow Bark Composites","16.6"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Recycled Cardboard / Paperboard","20.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Molded Pulp (Recycled Paper Fiber)","19.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Kraft Paper Wraps, Paper Padding","20.8"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Starch-Based Foams/Peanuts","15.3"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Mycelium-Based Molded Packaging","13.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Pla Bioplastic (Films, Rigid)","13.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Cellulose / Seaweed Bio-Films","13.8"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Pcr Pet (Bottles, Trays)","-3.4"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Pcr Hdpe/Ldpe","-3.9"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Glass (Bottles, Jars, Vials)","-0.4"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Aluminium Cans / Tins","-0.5"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Bamboo (Components, Shells)","15.6"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Cork, Wood, Wood-Composites","17.6"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Cotton/Jute Textile Bags","20.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Hemp Fiber Molded Packaging","17.1"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Sugarcane Bagasse Sheets","17.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Rice Husk Composites","14.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Recycled Steel Tins","-1.0"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Pcr Pp (Polypropylene) Trays","-5.0"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Beeswax-Coated Paper","14.8"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Seaweed-Based Rigid Trays","13.8"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Newspaper Honeycomb Inserts","19.6"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Algae-Based Plastics","12.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Cellophane Films","16.3"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Cornstarch-Based Bioplastic Trays","16.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Coconut Coir Padding","16.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Palm Leaf Trays","14.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Banana Fiber Composites","15.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Cassava Starch Foams","14.9"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Beet Pulp Molded Pulp","17.1"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Carrot Pulp Trays","14.8"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Tapioca-Based Films","16.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Corn Cob Fillers","16.8"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Peanut Shell Composites","14.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Sorghum Stalk Padding","15.9"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Flax Fiber Bags","17.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Sisal Fiber Wraps","16.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Abaca (Manila Hemp) Sheets","17.1"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Kapok Fiber Cushions","13.9"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Pineapple Leaf Fibers (Piña)","15.1"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Coffee Husk Composites","14.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Olive Stone Fillers","16.7"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Date Palm Composites","17.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Avocado Seed Bioplastics","12.9"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Mushroom Root (Mycelium Variants)","13.3"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Agar-Agar Films (Seaweed Binder)","13.2"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Wheat Bran Sheets","18.3"
"Hair oil bottle","Cosmetics","PCR PET bottle + aluminium cap","Barley Straw Pulp","19.0"
