Material Name,Product Category,Strength Rating,Weight Capacity (kg),Unit Cost ($),Biodegradability Score,CO2 Emission (kg),Recyclability (%),Fragility Level,Shipping Mode
glass,pharmaceuticals,76.0,11.2,0.48,0.01,20.76,89.8,,Ground
bagasse,pharmaceuticals,42.0,7.1,0.17,0.94,0.61,83.0,2.0,Ground
plastic,home,60.0,8.7,0.37,0.06,15.91,40.3,1.0,Ground
jute,electronics,55.0,8.5,0.16,0.85,1.64,70.5,3.0,Air
bagasse,cosmetics,49.0,6.9,0.12,1.0,0.91,87.4,2.0,Ground
plastic,electronics,63.0,9.9,0.19,0.14,7.62,40.2,3.0,Air
glass,home,80.0,12.1,0.47,0.01,,87.7,1.0,Ground
jute,home,57.0,11.4,0.26,0.88,1.52,62.8,1.0,Ground
bamboo,pharmaceuticals,53.0,10.6,0.2,0.87,0.71,,2.0,Ground
jute,electronics,35.0,6.0,0.24,0.9,1.14,73.1,3.0,Air
jute,cosmetics,39.0,5.7,0.2,0.86,1.65,77.1,2.0,Ground
metal,pharmaceuticals,76.0,10.9,0.49,0.0,14.65,89.4,2.0,Ground
bamboo,home,51.0,9.1,0.3,0.9,0.74,84.9,1.0,Ground
glass,food,73.0,11.7,0.5,0.01,13.3,87.2,1.0,Ground
plastic,cosmetics,70.0,12.4,0.3,0.22,12.59,38.2,2.0,Ground
bamboo,electronics,55.0,8.9,0.22,0.89,1.02,74.5,3.0,Air
plastic,home,56.0,7.6,0.38,0.14,10.86,46.3,1.0,Ground
jute,electronics,58.0,9.3,0.28,0.89,1.37,79.5,3.0,Air
metal,pharmaceuticals,89.0,14.0,0.49,0.0,16.83,97.2,2.0,Ground
paper,home,48.0,8.3,0.16,0.94,1.26,91.0,1.0,Ground
bagasse,cosmetics,48.0,6.6,0.17,0.99,0.75,76.4,2.0,Ground
glass,electronics,70.0,11.4,0.34,0.01,21.38,91.2,3.0,Air
plastic,electronics,64.0,9.4,0.37,0.21,6.16,,3.0,Air
metal,cosmetics,78.0,12.6,0.58,0.0,,88.5,2.0,Ground
bagasse,pharmaceuticals,38.0,6.7,0.15,0.91,0.77,79.3,2.0,Ground
jute,pharmaceuticals,51.0,8.3,0.21,0.87,1.58,,2.0,Ground
paper,electronics,46.0,7.0,0.13,0.91,1.6,85.3,3.0,Air
plastic,pharmaceuticals,75.0,12.3,0.31,0.14,16.82,,2.0,Ground
plastic,electronics,57.0,9.6,,0.06,17.05,28.0,3.0,Air
bagasse,electronics,39.0,5.3,0.2,0.92,0.94,76.6,3.0,Air
plastic,pharmaceuticals,55.0,8.5,0.42,0.07,10.54,33.6,2.0,Ground
paper,cosmetics,52.0,7.9,0.19,0.96,,94.9,2.0,Ground
plastic,electronics,49.0,6.7,0.44,0.07,15.42,28.6,3.0,Air
plastic,electronics,45.0,6.2,0.38,0.24,7.33,36.3,3.0,Air
bagasse,pharmaceuticals,44.0,6.0,0.27,0.91,1.03,82.6,2.0,Ground
bamboo,home,42.0,6.6,0.31,0.87,1.31,68.0,1.0,Ground
plastic,electronics,46.0,7.2,0.26,0.05,7.55,46.1,3.0,Air
jute,cosmetics,35.0,6.9,0.2,0.92,1.06,74.5,2.0,Ground
plastic,food,72.0,13.2,,0.18,,33.1,1.0,Ground
jute,electronics,38.0,5.5,0.3,0.93,,72.9,3.0,Air
bagasse,pharmaceuticals,43.0,6.1,0.18,0.95,0.75,85.4,2.0,Ground
metal,electronics,85.0,13.2,0.46,0.0,13.77,97.7,3.0,Air
jute,home,47.0,6.8,0.18,0.95,1.23,69.3,1.0,Ground
metal,food,97.0,14.1,0.66,0.0,19.54,89.4,1.0,Ground
bamboo,food,53.0,8.8,0.22,0.78,1.16,83.5,1.0,Ground
metal,pharmaceuticals,94.0,,0.44,0.0,12.4,91.5,2.0,Ground
metal,food,76.0,15.1,0.6,0.0,12.97,93.9,1.0,Ground
glass,home,69.0,9.4,0.38,0.01,19.21,94.5,1.0,Ground
paper,pharmaceuticals,30.0,4.5,0.22,0.85,1.69,90.0,2.0,Ground
bamboo,home,50.0,6.8,0.31,0.84,1.32,78.1,1.0,Ground
bamboo,pharmaceuticals,58.0,10.6,0.23,0.87,1.07,82.2,,Ground
plastic,home,71.0,9.5,0.39,0.24,,28.3,1.0,Ground
paper,electronics,51.0,8.1,0.15,0.93,1.6,89.0,3.0,Air
plastic,home,46.0,7.2,0.38,0.08,14.66,37.1,1.0,Ground
jute,home,,5.8,0.18,0.86,0.94,69.5,1.0,Ground
plastic,home,77.0,12.6,0.28,0.2,12.27,25.5,1.0,Ground
paper,cosmetics,52.0,7.2,0.21,0.98,1.75,79.5,2.0,Ground
paper,cosmetics,51.0,10.2,0.25,0.88,0.93,87.4,2.0,Ground
jute,home,44.0,7.0,0.27,0.87,1.19,62.7,1.0,Ground
plastic,electronics,66.0,11.8,0.23,0.12,17.05,,3.0,Air
paper,food,54.0,8.1,0.2,0.93,1.43,94.1,1.0,Ground
plastic,food,49.0,7.0,0.22,0.15,14.93,41.3,1.0,Ground
metal,pharmaceuticals,81.0,15.1,0.54,0.0,17.7,97.2,2.0,Ground
glass,electronics,91.0,14.4,0.4,0.01,12.85,87.2,3.0,Air
plastic,electronics,76.0,14.5,0.19,0.1,13.17,50.7,3.0,Air
jute,home,41.0,,0.2,0.94,1.02,75.9,1.0,Ground
plastic,cosmetics,63.0,11.7,0.2,0.13,17.21,34.0,2.0,Ground
bagasse,home,49.0,7.3,0.14,0.99,0.75,87.0,1.0,Ground
jute,electronics,44.0,8.7,,0.88,,,3.0,Air
paper,food,54.0,7.3,0.21,0.91,1.73,77.8,1.0,Ground
bagasse,food,44.0,7.5,0.24,,0.65,84.6,1.0,Ground
paper,food,30.0,4.7,0.23,0.97,1.24,81.5,1.0,Ground
paper,food,43.0,6.9,0.21,0.92,0.86,84.4,1.0,Ground
plastic,home,63.0,12.2,0.23,0.22,17.32,47.8,1.0,Ground
metal,cosmetics,80.0,14.7,0.54,0.0,21.6,88.3,2.0,Ground
bamboo,home,,7.0,0.26,0.78,0.85,68.9,1.0,Ground
paper,electronics,51.0,10.2,0.23,0.94,0.99,83.1,3.0,Air
bagasse,cosmetics,45.0,7.3,0.28,0.9,0.6,75.7,2.0,Ground
jute,pharmaceuticals,48.0,6.8,0.28,0.9,1.23,73.4,2.0,Ground
bamboo,cosmetics,49.0,8.4,0.33,0.81,0.91,71.0,2.0,Ground
bamboo,cosmetics,54.0,7.9,0.28,0.87,1.37,84.5,2.0,Ground
glass,home,70.0,10.7,0.59,0.03,20.26,92.0,1.0,Ground
jute,food,50.0,9.2,0.25,0.97,1.53,69.7,1.0,Ground
jute,electronics,57.0,9.0,0.25,0.93,1.37,74.3,3.0,Air
plastic,food,56.0,9.6,0.3,0.05,6.98,50.9,1.0,Ground
glass,food,87.0,11.6,0.59,0.0,12.28,88.5,1.0,Ground
bamboo,electronics,63.0,9.5,0.21,0.83,,71.7,3.0,Air
jute,pharmaceuticals,41.0,6.1,0.23,0.97,1.17,72.7,2.0,Ground
jute,food,41.0,6.4,0.19,0.94,1.08,68.9,1.0,Ground
metal,electronics,76.0,12.4,,0.0,18.43,97.1,3.0,Air
plastic,food,59.0,9.3,0.18,0.12,,44.0,1.0,Ground
paper,cosmetics,53.0,7.8,,0.87,1.04,78.0,2.0,Ground
metal,pharmaceuticals,99.0,14.4,0.5,0.0,16.72,93.4,2.0,Ground
plastic,cosmetics,65.0,10.1,0.42,0.24,8.83,52.9,2.0,Ground
bamboo,pharmaceuticals,58.0,11.2,0.32,0.84,1.38,84.6,2.0,Ground
glass,home,81.0,14.7,0.31,0.01,15.52,91.2,1.0,Ground
bagasse,pharmaceuticals,30.0,5.2,,0.91,1.12,88.0,2.0,Ground
bagasse,electronics,42.0,8.2,0.21,0.92,1.15,80.0,3.0,
jute,electronics,43.0,8.4,0.28,0.86,1.34,78.9,3.0,Air
bagasse,food,47.0,7.7,0.19,0.92,0.82,77.5,1.0,Ground
plastic,pharmaceuticals,51.0,7.7,0.45,0.09,8.08,49.9,2.0,Ground
plastic,home,75.0,12.1,0.38,0.09,6.39,53.7,1.0,Ground
metal,electronics,97.0,15.7,0.66,0.0,23.85,97.1,3.0,Air
paper,food,36.0,5.2,0.15,0.87,0.89,87.2,1.0,Ground
paper,electronics,41.0,5.5,0.24,,1.38,82.1,3.0,Air
bagasse,pharmaceuticals,47.0,6.3,0.23,0.92,0.71,86.8,2.0,Ground
bagasse,electronics,31.0,4.2,0.27,0.94,0.79,82.3,3.0,Air
bagasse,home,47.0,6.5,0.26,0.94,0.65,89.9,1.0,Ground
bamboo,electronics,63.0,9.0,0.26,0.88,1.03,70.9,3.0,Air
plastic,electronics,57.0,11.2,,0.07,,,3.0,Air
paper,food,50.0,8.6,0.2,0.88,1.27,89.7,1.0,Ground
jute,home,53.0,8.3,0.24,0.93,1.01,61.9,1.0,
jute,food,56.0,9.2,0.19,0.96,1.37,77.0,1.0,Ground
paper,cosmetics,48.0,6.7,0.22,0.98,1.22,80.8,2.0,Ground
glass,electronics,89.0,13.2,0.47,0.01,17.31,87.8,3.0,Air
bagasse,food,39.0,6.3,0.25,0.95,0.64,86.4,1.0,Ground
bamboo,cosmetics,40.0,6.8,0.22,0.85,0.78,,2.0,Ground
plastic,cosmetics,59.0,8.8,0.29,0.07,6.43,44.4,2.0,Ground
bamboo,cosmetics,50.0,8.1,0.26,0.84,0.99,66.9,2.0,Ground
metal,food,80.0,15.1,0.54,0.0,17.37,88.4,1.0,Ground
glass,home,76.0,11.2,0.47,0.03,,93.1,1.0,Ground
jute,home,41.0,5.9,0.15,0.96,1.69,65.0,1.0,Ground
paper,food,32.0,5.2,0.14,0.94,1.75,89.5,1.0,Ground
paper,cosmetics,37.0,5.3,0.24,0.9,1.48,84.8,2.0,Ground
plastic,food,62.0,8.4,0.41,,9.59,47.1,1.0,Ground
paper,home,36.0,5.5,0.23,0.97,1.68,85.8,1.0,Ground
bamboo,food,45.0,7.4,0.33,0.85,1.13,69.3,1.0,Ground
bamboo,electronics,49.0,7.9,0.35,0.81,1.0,68.4,3.0,Air
paper,home,40.0,8.0,0.18,0.98,0.85,75.4,1.0,Ground
bamboo,cosmetics,44.0,8.2,0.32,0.9,0.93,66.2,2.0,Ground
bagasse,food,32.0,4.6,0.28,0.91,1.13,76.0,1.0,Ground
bamboo,food,46.0,6.6,0.27,0.78,0.83,69.1,1.0,Ground
paper,home,44.0,6.1,0.17,0.87,0.92,94.5,1.0,Ground
paper,pharmaceuticals,43.0,6.9,0.13,0.93,0.98,85.4,2.0,Ground
