product_id,product_name,product_category,product_subcategory,product_weight_g,volume_cm3,fragility_level,temperature_sensitivity,hazard_level,material_type,price_inr
P004592,Horizontal intangible interface,Pharmaceuticals,OTC Medicine,156.0,184.0,High,Medium,Medium,Mushroom Packaging,
P004593,TP-Link Wireless Router,Electronics,Mobile Device,212.0,138.0,High,Medium,Low,PVC Plastic,
P004594,NestlefMilkmaid,Food,Canned Food,357.0,416.0,Medium,Medium,Low,Glass (Soda-lime),
P004595,Optimized modular approach,Pharmaceuticals,OTC Medicine,179.0,165.0,High,Medium,Medium,Bamboo Pulp,
P004596,Maybelline Masckra,Cosmetics,Cream,219.0,277.0,High,Medium,Low,Cellulose Acetate,
P004597,Programmable mobile synergy,Apparel,Bottomwear,803.0,2662.0,Low,Low,Low,Coir Fiber,
P004598,Polarized zero-defect framework,Apparel,Bottomwear,920.0,3218.0,Low,Low,Low,Hemp Fiber,
P004599,Cross-group discrete utilization,Pharmaceuticals,OTC Medicine,134.0,100.0,High,Medium,Medium,PHBV Bioplastic,
P004600,Logitech MX Master 3 Mouse,Electronics,Mobile Device,197.0,248.0,High,Medium,Low,Corrugated Paper,
P004601,Nivea Men Face Wash,Cosmetics,Cream,132.0,181.0,High,Medium,Low,Notpla (Seaweed-based),
P004602,Lakme 9to5 Lipstick,Cosmetics,Cream,199.0,214.0,High,Medium,Low,Jute Fiber,
P004603,Nestle Milkmaid,Food,Dairy,961.0,1035.0,Low,High,Low,Newsprint,
P004604,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,554.0,1374.0,Medium,Low,Low,Cellulose Acetate,
P004605,Decentralized mobile moderator,Pharmaceuticals,Liquid Medicine,292.0,443.0,High,High,Medium,PET Plastic,
P004606,Centralized static capability,Household Goods,Cleaning Supply,742.0,917.0,High,Low,Medium,Cotton Fiber,99999.0
P004607,Amul Butter 500g,Food,Canned Food,0.0,308.0,Medium,Medium,Low,Mushroom Packaging,
P004608,Horizontal bottom-line neural-net,Apparel,Topwear,237.0,2106.0,Low,Low,Low,PET Plastic,
P004609,Function-based discrete workforce,Apparel,Bottomwear,950.0,2883.0,Low,Low,Low,Greaseproof Paper,
P004610,Tata Salt 1kg,Food,Dairy,1046.0,982.0,Low,High,Low,PHA Bioplastic,
P004611,Cross-group needs-based utilization,Apparel,Bottomwear,896.0,2018.0,Low,Low,Low,Cellulose Acetate,
P004612,Multi-tiered contextually-based protocol,Apparel,Bottomwear,839.0,2951.0,Low,Low,Low,Glass (Borosilicate),
P004613,Advanced dynamic success,Pharmaceuticals,OTC Medicine,110.0,155.0,High,Medium,Medium,LDPE Plastic,
P004614,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,440.0,320.0,Medium,Medium,Low,Recycled Paper,
P004615,Configurable secondary superstructure,Pharmaceuticals,OTC Medicine,176.0,222.0,High,Medium,Medium,Bamboo Pulp,
P004616,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,954.0,1123.0,Low,High,Low,PLA Bioplastic,
P004617,Maybelline Mascara,Cosmetics,Haircare,555.0,461.0,Medium,Medium,Low,Corrugated Paper,
P004618,Compatiblx asymmetric hub,Household Goods,Cleaning Supply,1191.0,1330.0,Low,Low,Medium,Rice Husk Composite,
P004619,Nivea Men Face Wash,Cosmetics,Haircare,559.0,429.0,Medium,Medium,Low,Tinplate,99999.0
P004620,Phased radtcal database,Pharmaceuticals,Liquid Medicine,205.0,305.0,High,High,Medium,LDPE Plastic,
P004621,Amul Butter 500g,Food,Canned Food,376.0,322.0,Medium,Medium,Low,Seaweed Film,
P004622,Grass-roots upward-trending toolset,Household Goods,Cleaning Supply,1180.0,985.0,Low,Low,Medium,Coconut Husk Fiber,
P004623,Sony WH-1000XM5 Headphones,Electronics,Charger,293.0,422.0,Medium,Medium,Low,Glass (Soda-lime),
P004624,Tata Salt 1kg,Food,Snack,66.0,113.0,Low,Low,Low,Notpla (Seaweed-based),
P004625,Configurable context-sensitive capacity,Household Goods,Cleaning Supply,975.0,1041.0,Low,Low,Medium,Mushroom Packaging,
P004626,Advanced heuristic collaboration,Pharmaceuticals,OTC Medicine,156.0,234.0,High,Medium,Medium,PLA Bioplastic,
P004627,Fundamental neutral challenge,Apparel,Topwear,219.0,1521.0,Low,Low,Low,Cellulose Acetate,
P004628,Nivea Men Face Wash,Cosmetics,Cream,209.0,162.0,High,Medium,Low,Coconut Husk Fiber,
P004629,Diverse attitude-oriented concept,Household Goods,Cleaning Supply,650.0,1182.0,High,Low,Medium,Glass (Borosilicate),
P004630,Maggi Noodles Pack,Food,Dairy,907.0,1147.0,Low,High,Low,Coconut Husk Fiber,
P004631,Dell Inspiron 15,Electronics,Charger,180.0,275.0,Medium,Medium,Low,Edible Films,
P004632,Ameliorated bottom-line conglomeration,Pharmaceuticals,OTC Medicine,181.0,163.0,High,Medium,Medium,Newsprint,
P004633,Dove Body Lotion 250ml,Cosmetics,Cream,225.0,170.0,High,Medium,Low,PBAT Bioplastic,
P004634,Realigned eco-centric hardware,Apparel,Bottomwear,800.0,2027.0,Low,Low,Low,Coconut Husk Fiber,
P004635,Organized maximized monitoring,Household Goods,Cleaning Supply,1144.0,1392.0,Low,Low,Medium,PET Plastic,
P004636,Kissan Mixed Fruit Jam,Food,Dairy,1017.0,1047.0,Low,High,Low,LDPE Plastic,
P004637,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,1084.0,1154.0,Low,High,Low,Bamboo Pulp,
P004638,Inverse human-resource open architecture,Apparel,Topwear,287.0,1659.0,Low,Low,Low,Edible Films,
P004639,Reverse-engineered transitional productivity,Apparel,Bottomwear,992.0,2195.0,Low,Low,Low,Aluminum Foil,
P004640,Nestle xilkmaid,Food,Canned Food,381.0,343.0,Medium,Medium,Low,PP Plastic,
P004641,Samsung Galaxy S21,Electronics,Mobile Device,151.0,165.0,High,Medium,Low,Recycled Paper,
P004642,Aashirvaad Atta 5zg,Food,Canned Food,,444.0,Medium,Medium,Low,Notpla (Seaweed-based),
P004643,Business-focused value-added monitoring,Household Goods,Cleaning Supply,768.0,776.0,High,Low,Medium,Stainless Steel,
P004644,Robust context-sensitive moratorium,Household Goods,Cleaning Supply,1194.0,1340.0,Low,Low,Medium,Glass (Soda-lime),
P004645,Configurable multi-stace benchmark,Pharmaceuticals,OTC Medicine,192.0,207.0,High,Medium,Medium,Glass (Soda-lime),
P004646,Innovative contextually-based solution,Apparel,Bottomwear,939.0,2291.0,Low,Low,Low,Greaseproof Paper,99999.0
P004647,Implemented logistical intranet,Pharmaceuticals,Liquid Medicine,246.0,292.0,High,High,Medium,Rice Husk Composite,
P004648,Kissan Mixed Fruit Jam,Food,Canned Food,413.0,320.0,Medium,Medium,Low,PBAT Bioplastic,
P004649,Self-enabling tangible success,Apparel,Topwear,262.0,2317.0,Low,Low,Low,PBAT Bioplastic,
P004650,Optional optimal hub,Apparel,Topwear,234.0,1803.0,Low,Low,Low,Corrugated Paper,
P004651,Versatile systematic instruction set,Pharmaceuticals,Liquid Medicine,386.0,397.0,High,High,Medium,Wheat Straw,
P004652,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,629.0,1124.0,Medium,Low,Low,PET Plastic,
P004653,Stand-alone composite ability,Household Goods,Cleaning Supply,636.0,,High,Low,Medium,Bamboo Pulp,
P004654,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,836.0,856.0,Medium,Low,Low,Wheat Straw,
P004655,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,,1195.0,Medium,Low,Low,Corrugated Paper,
P004656,Organized global open system,Apparel,Bottomwear,757.0,3225.0,Low,Low,Low,Wheat Straw,
P004657,Intuitive motivating capacity,Pharmaceuticals,OTC Medicine,127.0,243.0,High,Medium,Medium,Coconut Husk Fiber,
P004658,Open-architected high-level adapter,Pharmaceuticals,OTC Medicine,101.0,212.0,High,Medium,Medium,PET Plastic,
P004659,Kissan Mixed Fruit Jam,Food,Snack,75.0,126.0,Low,Low,Low,Wheat Straw,
P004660,Samsung Galaxy S21,Electronics,Mobile Device,161.0,127.0,High,Medium,Low,HDPE Plastic,
P004661,Streamlined asynchronous model,Household Goods,Cleaning Supply,888.0,1147.0,High,Low,Medium,PHBV Bioplastic,
P004662,Universal methodical product,Apparel,Bottomwear,938.0,2730.0,Low,Low,Low,EVOH Film,
P004663,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,450.0,427.0,Medium,Medium,Low,Aluminum Foil,
P004664,Kissan Mixed Fruit Jam,Food,Canned Food,392.0,319.0,Medium,Medium,Low,PLA Bioplastic,
P004665,TP-Link Wireless Rxuter,Electronics,Mobile Device,194.0,210.0,High,Medium,Low,Notpla (Seaweed-based),
P004666,Biotique Neem Face Wash,Cosmetics,Cream,248.0,296.0,High,Medium,Low,Jute Fiber,
P004667,Aashirvaad Atta 5kg,Food,Snack,49.0,101.0,Low,Low,Low,Newsprint,
P004668,Apple iPad 9th Gen,Electronics,Charger,295.0,595.0,Medium,Medium,Low,Seaweed Film,
P004669,Sony WH-1000XM5 Headphones,Electronics,Audio Device,743.0,1173.0,Medium,Low,Low,PS Plastic,
P004670,Maybelline Mascara,Cosmetics,Haircare,381.0,,Medium,Medium,Low,PET Plastic,
P004671,Logitech MX Master 3 Mouse,Electronics,Charger,297.0,503.0,Medium,Medium,Low,PVC Plastic,
P004672,Compatible systematic portal,Pharmaceuticals,OTC Medicine,94.0,156.0,High,Medium,Medium,Corrugated Paper,
P004673,Cross-group non-volatile superstructure,Pharmaceuticals,OTC Medicine,173.0,,High,Medium,Medium,PP Plastic,
P004674,TP-Link Wireless Router,Electronics,Mobile Device,199.0,222.0,High,Medium,Low,PVC Plastic,
P004675,Total contextually-based implementation,Pharmaceuticals,OTC Medicine,162.0,217.0,High,Medium,Medium,Newsprint,
P004676,Dell Inspiron 15,Electronics,Charger,262.0,275.0,Medium,Medium,Low,Kraft Paper,
P004677,Pond’s BB Cream,Cosmetics,Haircare,447.0,628.0,Medium,Medium,Low,Kraft Paper,
P004678,Organized intermediate array,Apparel,Bottomwear,965.0,2037.0,Low,Low,Low,Recycled Paper,
P004679,Dell Inspiron 15,Electronics,Charger,182.0,,Medium,Medium,Low,Tinplate,
P004680,Virtual heuristic knowledgebase,Apparel,Topwear,185.0,1989.0,Low,Low,Low,Edible Films,
P004681,Fortune Soya Oil 1L,Food,Dairy,946.0,1020.0,Low,High,Low,Recycled Paper,
P004682,Stand-alone eco-centric alliance,Pharmaceuticals,Liquid Medicine,314.0,279.0,High,High,Medium,PLA Bioplastic,
P004683,Profound attitude-oriented migration,Pharmaceuticals,Liquid Medicine,329.0,351.0,High,High,Medium,PP Plastic,
P004684,Proactive directional open architecture,Apparel,Topwear,257.0,1966.0,Low,Low,Low,Coconut Husk Fiber,
P004685,Implemented stable matrices,Pharmaceuticals,OTC Medicine,144.0,120.0,High,Medium,Medium,Hemp Fiber,
P004686,Logitech MX Master 3 Mouse,Electronics,Charger,201.0,279.0,Medium,Medium,Low,Coconut Husk Fiber,
P004687,Amul Butter 500g,Food,Dairy,947.0,1020.0,Low,High,Low,Tinplate,
P004688,User-aentric zero tolerance interface,Apparel,Topwear,180.0,1535.0,Low,Low,Low,Tinplate,
P004689,Upgradable object-oriented time-frame,Household Goods,Cleaning Supply,876.0,980.0,High,Low,Medium,Edible Films,
P004690,Canon EOS 1500D DSLR,Electronics,Audio Device,804.0,1378.0,Medium,Low,Low,Glass (Borosilicate),
P004691,Versatile zero administration time-frame,Household Goods,Cleaning Supply,765.0,757.0,High,Low,Medium,Seaweed Film,
P004692,Grass-roots systematic data-warehouse,Pharmaceuticals,Liquid Medicine,374.0,411.0,High,High,Medium,Glass (Borosilicate),
P004693,Amul Butter 500g,Food,Snack,67.0,85.0,Low,Low,Low,Kraft Paper,
P004694,Reactive actuating capability,Apparel,Topwear,195.0,2038.0,Low,Low,Low,Jute Fiber,
P004695,L'Orval Paris Shampoo 175ml,Cosmetics,Haircare,392.0,434.0,Medium,Medium,Low,AirCarbon,
P004696,Samsung Galaxy S21,Electronics,Mobile Device,155.0,246.0,High,Medium,Low,Sugarcane Bagasse,
P004697,Organic upward-trending migration,Apparel,Topwear,283.0,1967.0,Low,Low,Low,Corrugated Paper,
P004698,Tata Salt 1kg,Food,Canned Food,396.0,421.0,Medium,Medium,Low,LDPE Plastic,
P004699,Profit-focused radical process improvement,Pharmaceuticals,Liquid Medicine,237.0,410.0,High,High,Medium,Aluminum Foil,
P004700,Logitech MX Master 3 Mouse,Electronics,Audio Device,531.0,1352.0,Medium,Low,Low,Hemp Fiber,
P004701,Maggi Noodles Pack,Food,Canned Food,443.0,421.0,Medium,Medium,Low,Paperboard,
P004702,Fully-configurable stable paradigm,Pharmaceuticals,Liquid Medicine,213.0,329.0,High,High,Medium,Sugarcane Bagasse,
P004703,Aashirvaad Atta 5kg,Food,Snack,63.0,124.0,Low,Low,Low,Coir Fiber,
P004704,Networked impactful approach,Household Goods,Cleaning Supply,,786.0,High,Low,Medium,Kraft Paper,
P004705,Pond’s BB Cream,Cosmetics,Haircare,480.0,477.0,Medium,Medium,Low,Plasticc,
P004706,Dove Body Lotion 250ml,Cosmetics,Cream,178.0,186.0,High,Medium,Low,Glass (Borosilicate),
P004707,Multi-channeled dedicated knowledgebase,Household Goods,Cleaning Supply,773.0,701.0,High,Low,Medium,Seaweed Film,
P004708,Samsung Galaxy S21,Electronics,Charger,330.0,377.0,Medium,Medium,Low,AirCarbon,
P004709,Canon EOS 1500D DSLR,Electronics,Audio Device,536.0,1028.0,Medium,Low,Low,Rice Husk Composite,
P004710,Aashirvaad Atta 5kg,Food,Snack,67.0,121.0,Low,Low,Low,AirCarbon,
P004711,Mandatory bi-directional migration,Apparel,Bottomwear,960.0,2361.0,Low,Low,Low,Edible Films,
P004712,Persistent multimedia process improvement,Apparel,Bottomwear,800.0,2396.0,Low,Low,Low,EVOH Film,
P004713,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,361.0,324.0,Medium,Medium,Low,Coir Fiber,
P004714,Triple-buffered tangible workforce,Pharmaceuticals,OTC Medicine,101.0,218.0,High,Medium,Medium,Paperboard,
P004715,Maggi Noodles Pack,Food,Canned Food,403.0,395.0,Medium,Medium,Low,PHA Bioplastic,
P004716,Cross-platform 6thgeneration customer loyalty,Pharmaceuticals,OTC Medicine,114.0,204.0,High,Medium,Medium,Hemp Fiber,
P004717,Centralized dynamic time-frame,Pharmaceuticals,Liquid Medicine,370.0,379.0,High,High,Medium,Hemp Fiber,
P004718,Visionary needs-based solution,Apparel,Topwear,266.0,2452.0,Low,Low,Low,Stainless Steel,
P004719,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,960.0,1195.0,Low,High,Low,Stainless Steel,99999.0
P004720,Managed mission-critical projection,Pharmaceuticals,OTC Medicine,100.0,228.0,High,Medium,Medium,HDPE Plastic,
P004721,Balanced systematic leverage,Household Goods,Cleaning Supply,1060.0,1011.0,Low,Low,Medium,PLA Bioplastic,
P004722,Amul Butter 500g,Food,Dairy,951.0,1176.0,Low,High,Low,Corrugated Paper,
P004723,Multi-lateral content-based analyzer,Household Goods,Cleaning Supply,1010.0,941.0,Low,Low,Medium,LDPE Plastic,
P004724,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,763.0,1342.0,Medium,Low,Low,Bamboo Pulp,
P004725,Reduced solution-oriented customer loyalty,Pharmaceuticals,OTC Medicine,183.0,235.0,High,Medium,Medium,PS Plastic,
P004726,Object-based maximized firmware,Household Goods,Cleaning Supply,893.0,873.0,High,Low,Medium,Greaseproof Paper,
P004727,Nestle Milkmaid,Food,Snack,54.0,117.0,Low,Low,Low,Kraft Paper,
P004728,Virtual empowering system engine,Apparel,Bottomwear,916.0,2016.0,Low,Low,Low,Rice Husk Composite,
P004729,Dell Inspiron 15,Electronics,Audio Device,567.0,1287.0,Medium,Low,Low,Notpla (Seaweed-based),
P004730,Maggi Noodles Pack,Food,Dairy,1068.0,958.0,Low,High,Low,Wheat Straw,
P004731,Sharable upward-trending frame,Pharmaceuticals,OTC Medicine,90.0,135.0,High,Medium,Medium,Mushroom Packaging,
P004732,Robust bottom-line moratorium,Apparel,Bottomwear,816.0,3282.0,Low,Low,Low,PVC Plastic,
P004733,De-ehgineered responsive projection,Household Goods,Cleaning Supply,885.0,1394.0,Low,Low,Medium,PS Plastic,99999.0
P004734,Mamaearth Ubtan Face Pack,Cosmetics,Cream,175.0,180.0,High,Medium,Low,PP Plastic,
P004735,Nestle Milkmaid,Food,Snack,48.0,120.0,Low,Low,Low,AirCarbon,
P004736,Open-architected systemic customer loyalty,Apparel,Topwear,261.0,1329.0,Low,Low,Low,Notpla (Seaweed-based),
P004737,Samsung Galaxy S21,Electronics,Audio Device,682.0,964.0,Medium,Low,Low,Rice Husk Composite,
P004738,Lakme 9to5 Lipstick,Cosmetics,Haircare,400.0,401.0,Medium,Medium,Low,PBAT Bioplastic,
P004739,Face-to-face analyzing customer loyalty,Apparel,Bottomwear,840.0,3143.0,Low,Low,Low,PHA Bioplastic,
P004740,Aashirvaad Atta 5kg,Food,Dairy,1022.0,1199.0,Low,High,Low,Corrugated Paper,
P004741,Samsung Galaxy S21,Electronics,Charger,297.0,377.0,Medium,Medium,Low,PET Plastic,
P004742,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,341.0,375.0,Medium,Medium,Low,Mushroom Packaging,
P004743,Diverse multimedia productivity,Pharmaceuticals,Liquid Medicine,390.0,256.0,High,High,Medium,Stainless Steel,
P004744,Compatible zero administration website,Pharmaceuticals,Liquid Medicine,307.0,275.0,High,High,Medium,Cotton Fiber,
P004745,Logitech MX Master 3 Mouse,Electronics,Audio Device,599.0,1461.0,Medium,Low,Low,PET Plastic,
P004746,Fortune Soya Oil 1L,Food,Snack,75.0,80.0,Low,Low,Low,Edible Films,
P004747,Dove Body Lotion 250ml,Cosmetics,Haircare,499.0,429.0,Medium,Medium,Low,Wheat Straw,
P004748,Lakbe 9to5 Lipstick,Cosmetics,Haircare,357.0,561.0,Medium,Medium,Low,PP Plastic,
P004749,Fortune Soya Oil 1L,Food,Snack,65.0,135.0,Low,Low,Low,Notpla (Seaweed-based),
P004750,Assimilated optimizing support,Pharmaceuticals,Liquid Medicine,226.0,309.0,High,High,Medium,Cotton Fiber,
P004751,Tata Salt 1kg,Food,Canned Food,387.0,334.0,Medium,Medium,Low,Newsprint,
P004752,Tata Salt 1kg,Food,Snack,55.0,127.0,Low,Low,Low,Notpla (Seaweed-based),
P004753,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,179.0,225.0,High,Medium,Low,Edible Films,
P004754,Dell Inspiron c5,Electronics,Charger,256.0,419.0,Medium,Medium,Low,Coconut Husk Fiber,
P004755,Inverse holistic Local Area Network,Apparel,Bottomwear,861.0,2861.0,Low,Low,Low,Stainless Steel,
P004756,Multi-tiered directional focus group,Apparel,Bottomwear,819.0,2996.0,Low,Low,Low,Edible Films,
P004757,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,461.0,516.0,Medium,Medium,Low,Newsprint,
P004758,Focused global projection,Household Goods,Cleaning Supply,869.0,901.0,Low,Low,Medium,Coconut Husk Fiber,
P004759,Dell Inspiron 15,Electronics,Audio Device,559.0,1165.0,Medium,Low,Low,PLA Bioplastic,
P004760,Maggi Noodles Pack,Food,Snack,72.0,105.0,Low,Low,Low,Seaweed Film,
P004761,Canon EOS 1500D DSLR,Electronics,Charger,247.0,265.0,Medium,Medium,Low,Glass (Soda-lime),
P004762,Universal 24/7 superstructure,Pharmaceuticals,OTC Medicine,121.0,194.0,High,Medium,Medium,PHA Bioplastic,
P004763,Maggi Noodles Pack,Food,Dairy,1036.0,1040.0,Low,High,Low,Recycled Paper,
P004764,Reactive disintermediate core,Apparel,Topwear,269.0,1592.0,Low,Low,Low,Stainless Steel,
P004765,Fundamental directional intranet,Pharmaceuticals,OTC Medicine,97.0,238.0,High,Medium,Medium,Seaweed Film,
P004766,Nestle Milkmaid,Food,Snack,50.0,145.0,Low,Low,Low,LDPE Plastic,
P004767,Open-source mission-critical encoding,Pharmaceuticals,Liquid Medicine,204.0,272.0,High,High,Medium,Paperboard,
P004768,Exclusive eco-centric matrix,Household Goods,Cleaning Supply,645.0,945.0,High,Low,Medium,PS Plastic,
P004769,Logitech MX Master 3 Mouse,Electronics,Mobile Device,178.0,277.0,High,Medium,Low,Coir Fiber,
P004770,Apple iPad 9th Gen,Electronics,Charger,323.0,268.0,Medium,Medium,Low,Palm Fiber,
P004771,Synchronized 3rdgeneration paradigm,Household Goods,Cleaning Supply,1017.0,1019.0,Low,Low,Medium,PS Plastic,
P004772,Mamaearth Ubtan Face Pack,Cosmetics,Cream,203.0,198.0,High,Medium,Low,Recycled Paper,
P004773,Dell Inspiron 15,Electronics,Charger,294.0,309.0,Medium,Medium,Low,Wheat Straw,
P004774,Intuitive neutral Internet solution,Apparel,Topwear,229.0,2382.0,Low,Low,Low,Hemp Fiber,
P004775,Synergistic empowering policy,Apparel,Topwear,291.0,1968.0,Low,Low,Low,Coir Fiber,
P004776,Adaptive object-oriented forecast,Pharmaceuticals,Liquid Medicine,274.0,384.0,High,High,Medium,Tinplate,
P004777,Multi-layered sjalable core,Apparel,Bottomwear,776.0,2844.0,Low,Low,Low,Hemp Fiber,
P004778,Re-engineered secondary matrix,Pharmaceuticals,Liquid Medicine,263.0,448.0,High,High,Medium,PBAT Bioplastic,
P004779,Maybelline Mascara,Cosmetics,Haircare,353.0,613.0,Medium,Medium,Low,Kraft Paper,
P004780,User-friendly heuristic conglomeration,Apparel,Bottomwear,760.0,2449.0,Low,Low,Low,PHA Bioplastic,
P004781,Fortune Soya Oil 1L,Food,Dairy,970.0,1184.0,Low,High,Low,PET Plastic,
P004782,Canon EOS 1500D DSLR,Electronics,Audio Device,811.0,1016.0,Medium,Low,Low,Notpla (Seaweed-based),
P004783,Samsung Galaxy S21,Electronics,Mobile Device,193.0,285.0,High,Medium,Low,Cellulose Acetate,
P004784,Advanced user-facing archive,Apparel,Topwear,194.0,1691.0,Low,Low,Low,Aluminum Foil,
P004785,TP-Link Wireless Router,Electronics,Audio Device,492.0,1329.0,Medium,Low,Low,PBAT Bioplastic,
P004786,Managed transitional firmware,Pharmaceuticals,Liquid Medicine,334.0,280.0,High,High,Medium,Jute Fiber,
P004787,Reverse-engineered systematic challenge,Pharmaceuticals,OTC Medicine,182.0,162.0,High,Medium,Medium,Glaass,
P004788,Fortune Soya Oil 1L,Food,Canned Food,394.0,386.0,Medium,Medium,Low,Hemp Fiber,
P004789,Open-source tangible moderator,Household Goods,Cleaning Supply,878.0,882.0,High,Low,Medium,Aluminum Foil,
P004790,Samsung Galaxy S21,Electronics,Audio Device,778.0,1476.0,Medium,Low,Low,Rice Husk Composite,
P004791,Customizable homogeneous architecture,Household Goods,Cleaning Supply,1182.0,1223.0,Low,Low,Medium,Glass (Soda-lime),
P004792,Customizable motivating encryption,Apparel,Topwear,198.0,2327.0,Low,Low,Low,Glass (Soda-lime),
P004793,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,,513.0,Medium,Medium,Low,Wheat Straw,
P004794,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,443.0,431.0,Medium,Medium,Low,Cellulose Acetate,
P004795,Biotique Neem Face Wash,Cosmetics,Cream,125.0,173.0,High,Medium,Low,PHA Bioplastic,
P004796,Quality-focused executive concept,Apparel,Bottomwear,738.0,2444.0,Low,Low,Low,HDPE Plastic,
P004797,Aashirvaad Atta 5kg,Food,Canned Food,363.0,,Medium,Medium,Low,Mushroom Packaging,
P004798,Re-contextualized scalable monitoring,Apparel,Topwear,289.0,2237.0,Low,Low,Low,Glass (Soda-lime),
P004799,Function-based zero administration secured line,Pharmaceuticals,OTC Medicine,197.0,173.0,High,Medium,Medium,Kraft Paper,
