material_type,product_category,strength,weight_capacity,cost_per_unit,biodegradability_score,co2_emission_score,recyclability_percentage,fragility_level,shipping_type,co2_impact_index,cost_efficiency_index,material_suitability_score
bamboo,food,55.0,8.0,0.35,0.83,0.84,75.0,1.0,ground,0.009880609304240428,0.172118460367941,0.4107570679988481
plastic,food,76.0,15.2,0.23,0.14,15.64,26.2,1.0,ground,0.6191848497324002,0.6942214438859854,0.3087023679417305
jute,pharmaceuticals,51.0,9.9,0.23,0.96,1.3,77.8,2.0,ground,0.028818443804034585,0.37655598193743484,0.45774041605771376
paper,cosmetics,42.0,6.2,0.24,0.87,1.3,76.5,2.0,ground,0.028818443804034585,0.22235377584517624,0.34719611572888653
plastic,home,60.0,8.8,0.33,0.1,16.23,33.1,1.0,ground,0.6434746809386579,0.24080461719269494,0.14908577273387633
metal,electronics,86.0,8.4,0.74,0.0,16.87,93.5,3.0,air,0.6698229724166324,0.045687257861476795,0.3283925070685631
glass,food,70.0,10.5,0.38,0.01,16.77,86.2,1.0,ground,0.6657060518731988,0.24890025862455734,0.3010467395540658
bagasse,pharmaceuticals,31.0,8.4,0.18,0.99,0.85,85.8,2.0,ground,0.01029230135858378,0.2658908087883826,0.37852622536460995
bamboo,cosmetics,45.0,6.9,0.23,0.86,0.77,72.6,2.0,ground,0.0069987649238369715,0.28219990413093476,0.3625806011691681
metal,electronics,79.0,11.5,0.46,0.0,1.48,91.8,3.0,air,0.036228900782214905,0.2124822779457065,0.4202945115565714
paper,cosmetics,48.0,7.4,0.23,0.91,1.48,87.7,2.0,ground,0.036228900782214905,0.31889393438901814,0.42057045996359405
plastic,home,46.0,6.9,0.44,0.18,13.2,50.3,1.0,ground,0.5187319884726225,0.027987123361630412,0.1183661262328557
paper,cosmetics,42.0,7.1,0.24,0.92,1.16,87.9,2.0,ground,0.023054755043227664,0.23139623493975203,0.3934236577561404
plastic,cosmetics,76.0,10.7,0.3,0.1,13.94,51.6,2.0,ground,0.5491972004940304,0.43495261706030647,0.2940784280663921
metal,electronics,75.0,10.0,0.48,0.0,14.43,88.9,3.0,air,0.5693701111568547,0.1650857578381196,0.32187295294044227
jute,cosmetics,37.0,5.7,0.17,0.9,0.99,69.2,2.0,ground,0.016055990119390698,0.3437462725346313,0.31608232393813224
paper,food,46.0,7.7,0.19,0.97,1.54,94.4,1.0,ground,0.03869905310827501,0.4195949725657357,0.44442796813666235
paper,pharmaceuticals,43.0,8.5,0.13,0.9,1.19,79.7,2.0,ground,0.024289831206257717,0.6933311406557021,0.4037595260442261
plastic,food,53.0,7.1,0.35,0.14,1.48,47.8,1.0,ground,0.036228900782214905,0.15213890553823695,0.19322046847101937
paper,electronics,45.0,8.2,0.21,0.84,0.84,90.5,3.0,air,0.009880609304240428,0.34894783955885705,0.4142124406658576
glass,cosmetics,91.0,16.6,0.44,0.02,12.51,91.7,2.0,ground,0.49032523672293127,0.3277589107896474,0.5012422542041473
metal,home,77.0,10.9,0.71,0.0,13.51,97.0,1.0,ground,0.5314944421572664,0.03660918755152004,0.3462961299101544
metal,home,89.0,13.1,0.57,0.0,21.47,89.5,1.0,ground,0.8592013174145738,0.1700037387938866,0.3902699061013938
plastic,electronics,73.0,12.1,0.28,0.11,11.77,38.0,3.0,air,0.45986002470152326,0.47095007162809466,0.2843361965170083
bagasse,home,31.0,6.0,0.24,0.95,0.97,80.7,1.0,ground,0.015232606010703994,0.10982539600156642,0.3226797560028414
plastic,home,57.0,7.8,0.21,0.13,16.41,52.5,1.0,ground,0.6508851379168382,0.48214461804945946,0.17658379214596734
glass,electronics,86.0,11.9,0.52,0.02,9.8,91.9,3.0,air,0.37875668999588313,0.19205869211760676,0.4216761998994673
paper,food,50.0,8.5,0.14,0.9,0.84,80.8,1.0,ground,0.009880609304240428,0.7456651558033774,0.43716642024195995
plastic,food,53.0,8.3,0.4,0.13,13.11,44.0,1.0,ground,0.5150267599835323,0.10761563300217754,0.14805075784919824
paper,home,41.0,6.4,0.19,0.85,0.98,86.5,1.0,ground,0.015644298065047347,0.33964068508250667,0.3671492731111624
paper,food,49.0,6.6,0.19,0.97,1.25,86.0,1.0,ground,0.02675998353231783,0.44370817037813803,0.42649279618257047
metal,food,96.0,13.9,0.47,0.0,19.63,96.8,1.0,ground,0.7834499794153972,0.30192001475799474,0.4614847832884972
glass,food,68.0,9.9,0.56,0.02,9.42,90.2,1.0,ground,0.3631123919308358,0.07351282717312885,0.3115088093903921
jute,electronics,36.0,4.9,0.25,0.87,1.28,70.6,3.0,air,0.027995059695347883,0.1325722699612722,0.2907320425262081
jute,home,38.0,5.6,0.23,0.99,1.4,66.4,1.0,ground,0.03293536434746809,0.1951826323760513,0.3252098657758165
bamboo,home,63.0,11.3,0.28,0.89,1.48,80.5,1.0,ground,0.036228900782214905,0.3779418655792326,0.5159789185472444
bagasse,pharmaceuticals,38.0,7.6,0.19,0.91,0.89,83.3,2.0,ground,0.011939069575957187,0.31679660294444123,0.37609912732201156
paper,home,39.0,6.2,0.15,0.97,1.04,78.7,1.0,ground,0.018114450391107456,0.46468986306235716,0.3663736509011003
glass,electronics,71.0,12.6,0.58,0.02,19.82,88.8,3.0,air,0.7912721284479209,0.08564372980628969,0.3138675968661302
paper,pharmaceuticals,34.0,5.3,0.18,0.98,0.94,83.7,2.0,ground,0.01399752984767394,0.2645511870793938,0.3429803658077555
glass,pharmaceuticals,65.0,9.5,0.5,0.01,17.54,90.1,2.0,ground,0.6974063400576368,0.09736767525829464,0.26183625166127544
plastic,pharmaceuticals,56.0,10.8,0.39,0.13,8.13,37.9,2.0,ground,0.31000411692054347,0.15109676862423324,0.2035468969991162
paper,food,45.0,8.5,0.17,0.93,1.25,92.8,1.0,ground,0.02675998353231783,0.4969359049596606,0.4422587447567032
jute,cosmetics,48.0,9.4,0.29,0.91,1.09,78.7,2.0,ground,0.02017291066282421,0.21535574041127303,0.4262473652527217
metal,pharmaceuticals,93.0,17.0,0.76,0.0,21.3,98.0,2.0,ground,0.852202552490737,0.08708804354609961,0.46460693767274835
plastic,home,65.0,11.9,0.31,0.24,16.55,40.6,1.0,ground,0.6566488266776452,0.3362439488765727,0.25632326542524286
jute,pharmaceuticals,38.0,7.5,0.16,0.85,1.3,78.7,2.0,ground,0.028818443804034585,0.42379824154476264,0.35378769892277157
plastic,electronics,54.0,8.4,0.36,0.1,11.84,30.0,3.0,air,0.46274186908192677,0.15604298965355476,0.12707344700210108
plastic,cosmetics,53.0,10.6,0.32,0.15,14.62,29.4,2.0,ground,0.5771922601893783,0.21733068667683658,0.1527152242684536
plastic,electronics,65.0,11.5,0.26,0.21,16.62,37.1,3.0,air,0.6595306710580486,0.4475653348809751,0.24109460770849397
plastic,pharmaceuticals,56.0,8.0,0.36,0.1,11.88,52.5,2.0,ground,0.4643886372993002,0.166759993094754,0.17655890705876148
plastic,pharmaceuticals,64.0,9.8,0.23,0.17,9.06,78.7,2.0,ground,0.3482914779744751,0.511799693460085,0.32481789602414873
jute,cosmetics,38.0,7.0,0.16,0.91,1.27,74.5,2.0,ground,0.02758336764100453,0.4162628746645651,0.35050060362847163
jute,cosmetics,35.0,6.7,0.3,0.93,1.48,63.6,2.0,ground,0.036228900782214905,0.07325395186297647,0.303785609143577
paper,home,42.0,5.7,0.23,0.87,0.85,75.9,2.0,ground,0.01029230135858378,0.2381670678212347,0.3417910035980582
plastic,food,55.0,9.6,0.44,0.06,8.94,37.4,1.0,ground,0.3433511733223549,0.09210650019723914,0.16094145868730728
bamboo,home,48.0,6.7,0.34,0.87,1.24,67.6,1.0,ground,0.026348291477974475,0.1260195563303547,0.3545959909756058
jute,food,51.0,8.6,0.17,0.91,1.43,70.9,1.0,ground,0.03417044051049815,0.583459678829353,0.41983238055834926
bamboo,electronics,60.0,8.8,0.23,0.79,1.24,80.0,3.0,air,0.026348291477974475,0.45937965023425165,0.4527859682410306
plastic,home,47.0,7.2,0.25,0.06,16.95,34.7,1.0,ground,0.6731165088513791,0.2608546443632941,0.06915728542842758
metal,food,82.0,13.1,0.66,0.0,15.19,78.7,1.0,ground,0.6006587072869494,0.08553041707464958,0.35681899019388974
glass,home,93.0,15.6,0.6,0.0,19.65,85.7,1.0,ground,0.7842733635240839,0.17453030553322088,0.4389022369394411
paper,pharmaceuticals,37.0,6.4,0.16,0.93,0.95,89.0,2.0,ground,0.01440922190201729,0.39214970064793286,0.37323845763367935
metal,pharmaceuticals,80.0,11.8,0.39,0.0,13.44,96.0,2.0,ground,0.5286125977768629,0.30566896666968585,0.3932589269754928
bamboo,home,43.0,6.0,0.24,0.82,1.2,75.6,1.0,ground,0.02470152326060107,0.23039151726257692,0.3373985355630881
paper,pharmaceuticals,47.0,7.7,0.16,0.89,1.27,93.2,2.0,ground,0.02758336764100453,0.5624489921403979,0.4336207176507596
paper,food,38.0,7.5,0.26,0.93,0.93,77.7,1.0,ground,0.013585837793330592,0.16006141511025715,0.3618975787869318
plastic,pharmaceuticals,64.0,9.1,0.18,0.09,15.6,37.3,2.0,ground,0.6175380815150268,0.7173433247176181,0.19080804899667156
paper,cosmetics,45.0,7.3,0.25,0.93,1.38,81.1,2.0,ground,0.03211198023878139,0.24252859087729095,0.3955178330715212
bagasse,electronics,42.0,6.3,0.23,0.97,0.79,84.7,3.0,air,0.007822149032523675,0.2444574730083347,0.3882779950706405
glass,pharmaceuticals,76.0,13.9,0.38,0.02,13.4,88.7,2.0,ground,0.5269658295594896,0.3085488522875521,0.3941047631542206
paper,electronics,31.0,8.4,0.25,0.93,1.27,87.4,3.0,air,0.02758336764100453,0.11810433299863812,0.3629467632095417
bamboo,cosmetics,54.0,10.7,0.22,0.79,1.2,73.6,2.0,ground,0.02470152326060107,0.44722759097564413,0.4400878451475384
jute,food,35.0,5.2,0.24,0.91,1.63,60.2,1.0,ground,0.042404281597365166,0.14197636167116923,0.27630407099217946
paper,home,32.0,5.7,0.14,0.9,1.31,86.2,1.0,ground,0.02923013585837794,0.3874126045654775,0.3302591338098646
jute,food,41.0,7.3,0.24,0.96,1.47,70.0,1.0,ground,0.03581720872787155,0.2233584935223513,0.3616204208715541
paper,home,49.0,6.8,0.13,0.95,0.83,83.9,1.0,ground,0.009468917249897077,0.7730899858284855,0.4270094471424745
paper,cosmetics,33.0,4.9,0.13,0.91,1.18,91.3,2.0,ground,0.023878139151914366,0.44107060708596846,0.3375748846325455
glass,electronics,90.0,16.5,0.31,0.0,15.85,92.4,3.0,air,0.6278303828736106,0.5664865648131364,0.48879369337249073
plastic,food,72.0,10.7,0.43,0.19,7.17,35.3,1.0,ground,0.2704816797035817,0.201839696626759,0.2794146874330342
bamboo,food,46.0,7.8,0.26,0.76,0.85,70.2,1.0,ground,0.01029230135858378,0.2370382710488687,0.351610298476816
bagasse,cosmetics,31.0,6.1,0.25,0.97,1.48,87.0,2.0,ground,0.036228900782214905,0.09592016298926596,0.33817695299016376
jute,pharmaceuticals,56.0,8.0,0.19,0.87,1.27,76.0,2.0,ground,0.02758336764100453,0.5503138870224432,0.43515976369492065
bamboo,pharmaceuticals,48.0,6.8,0.31,0.9,0.97,68.3,2.0,ground,0.015232606010703994,0.1643398335996113,0.36670710091893305
bagasse,electronics,36.0,5.5,0.22,0.95,0.6,88.9,3.0,air,0.0,0.1929427769992985,0.3575515829128362
glass,pharmaceuticals,74.0,11.8,0.38,0.84,12.15,93.7,2.0,ground,0.4755043227665707,0.28253191249837345,0.5364790810834189
bagasse,pharmaceuticals,35.0,8.4,0.26,0.94,1.12,78.4,2.0,ground,0.021407986825854267,0.1405853431257891,0.3636763554772797
bamboo,electronics,52.0,10.3,0.34,0.85,0.79,74.3,3.0,air,0.007822149032523675,0.17991977071271545,0.4322935032715706
glass,pharmaceuticals,77.0,11.3,0.56,0.01,14.3,94.4,2.0,ground,0.5640181144503912,0.11829463597869995,0.3561214369938104
bagasse,food,31.0,6.1,0.25,1.0,0.69,80.2,1.0,ground,0.0037052284890901595,0.09592016298926596,0.3334183312084872
paper,home,42.0,6.5,0.2,0.88,1.24,92.0,1.0,ground,0.026348291477974475,0.32282505627704794,0.388375174672948
plastic,home,64.0,10.2,0.24,0.1,14.13,27.7,1.0,ground,0.5570193495265542,0.483580371910699,0.1895328025742816
plastic,pharmaceuticals,79.0,11.4,0.35,0.07,14.13,78.7,2.0,ground,0.5570193495265542,0.3608908060003173,0.3619605923831456
paper,home,51.0,9.0,0.19,0.97,0.89,75.5,1.0,ground,0.011939069575957187,0.49954926004896466,0.4474683567999366
paper,pharmaceuticals,46.0,7.7,0.22,0.92,1.62,78.4,2.0,ground,0.04199258954302182,0.32666151538341126,0.3989256991732136
plastic,electronics,46.0,7.0,0.25,0.15,1.48,37.5,3.0,air,0.036228900782214905,0.2492802947931868,0.14956474821491553
bagasse,cosmetics,40.0,5.5,0.28,0.91,0.88,86.5,2.0,ground,0.011527377521613834,0.12991998278226735,0.3564333298575635
bamboo,home,62.0,9.6,0.34,0.87,1.09,67.3,1.0,ground,0.02017291066282421,0.24587661199639382,0.4546541515955695
plastic,home,67.0,13.0,0.39,0.21,16.31,43.7,2.0,ground,0.6467682173734047,0.2327108891922322,0.27537685309063104
plastic,home,48.0,9.1,0.33,0.24,12.91,44.0,1.0,ground,0.5067929188966653,0.15531217951206766,0.16509288115744253
glass,pharmaceuticals,86.0,16.3,0.46,0.02,17.11,78.7,2.0,ground,0.6797035817208728,0.27433806342070416,0.428254932694508
jute,cosmetics,58.0,10.9,0.23,0.96,1.05,67.5,2.0,ground,0.018526142445450807,0.46042805109876833,0.48149541484325376
plastic,pharmaceuticals,48.0,7.0,0.42,0.24,12.32,29.1,2.0,ground,0.4825030876904076,0.05384883214406329,0.10182528939031696
metal,food,87.0,15.7,0.61,0.0,12.12,97.8,1.0,ground,0.47426924660354053,0.14405270617189764,0.46936306802477934
jute,home,49.0,7.9,0.26,0.93,1.59,76.4,1.0,ground,0.04075751337999177,0.26578866302594056,0.40973333216162144
glass,home,67.0,9.2,0.56,0.02,15.86,85.8,1.0,ground,0.6282420749279539,0.06619272381067973,0.26212262147833026
paper,pharmaceuticals,50.0,9.6,0.14,0.96,1.48,90.2,2.0,ground,0.036228900782214905,0.764611204186151,0.48076458782715925
plastic,electronics,77.0,10.5,0.37,0.09,9.5,25.5,3.0,air,0.36640592836558256,0.3083258583893056,0.25307814731248884
bamboo,food,62.0,12.1,0.29,0.81,1.04,68.0,1.0,ground,0.018114450391107456,0.35421475223892046,0.48176255968706794
glass,electronics,90.0,12.8,0.49,0.03,9.9,92.7,3.0,air,0.3828736105393166,0.24396653356052203,0.45667220835640504
plastic,pharmaceuticals,47.0,7.3,0.22,0.1,10.76,27.3,2.0,ground,0.4182791272128448,0.3332378467793512,0.09095100454932077
paper,pharmaceuticals,33.0,5.8,0.12,0.89,1.63,75.8,2.0,ground,0.042404281597365166,0.5177375243745671,0.31268291348099647
glass,cosmetics,69.0,10.3,0.31,0.01,21.59,85.7,2.0,ground,0.8641416220666941,0.35491226908764545,0.27826949278836666
glass,cosmetics,92.0,15.2,0.45,0.01,14.76,87.1,2.0,ground,0.5829559489501853,0.3125115590229015,0.4651947740537903
plastic,food,55.0,7.7,0.4,0.19,7.59,53.4,1.0,ground,0.2877727459860025,0.11605527555646067,0.20273183518288804
bamboo,pharmaceuticals,56.0,9.4,0.23,0.76,1.02,65.9,2.0,ground,0.01729106628242075,0.423734020840685,0.40935629671867024
plastic,pharmaceuticals,56.0,8.5,0.23,0.09,17.32,37.9,2.0,ground,0.6883491148620832,0.41429841306003495,0.1383960220062341
metal,electronics,89.0,14.6,0.66,0.0,23.45,89.5,3.0,air,0.9407163441745574,0.11658540943886471,0.39577102663684205
jute,electronics,41.0,5.7,0.27,0.93,1.62,65.4,3.0,air,0.04199258954302182,0.15514951985891234,0.32169735683745426
metal,electronics,94.0,18.0,0.49,0.0,18.33,92.0,3.0,air,0.7299300123507615,0.2892404386057204,0.5021858351010492
bamboo,food,48.0,8.3,0.34,0.76,1.19,69.6,1.0,ground,0.024289831206257717,0.1373669698845358,0.3585443377452782
paper,home,54.0,8.1,0.2,0.88,1.48,78.3,1.0,ground,0.036228900782214905,0.48679484455110145,0.432954626429602
paper,cosmetics,31.0,5.3,0.21,0.95,1.37,82.2,2.0,ground,0.03170028818443805,0.15489391227513452,0.31687007001960904
paper,electronics,54.0,7.6,0.17,0.93,1.04,86.5,3.0,air,0.018114450391107456,0.6118281292784326,0.4571108014605015
jute,home,49.0,8.5,0.25,0.93,1.48,77.7,1.0,ground,0.036228900782214905,0.29268410568108894,0.42170816707572567
jute,food,38.0,7.0,0.22,0.87,1.34,78.7,1.0,ground,0.030465212021407992,0.23130471014228166,0.34645450063839517
paper,pharmaceuticals,43.0,7.6,0.16,0.88,1.31,90.2,2.0,ground,0.02923013585837794,0.5006589837227778,0.40653206644852613
bamboo,pharmaceuticals,49.0,9.7,0.31,0.83,1.22,66.5,2.0,ground,0.025524907369287773,0.19467585394260453,0.3915060948504292
plastic,home,62.0,8.5,0.18,0.18,16.02,25.4,1.0,ground,0.6348291477974475,0.6825131602839084,0.1657559513171776
paper,cosmetics,39.0,6.0,0.2,0.96,1.36,89.1,2.0,ground,0.031288596130094694,0.28062694900063717,0.378105634464835
glass,home,69.0,11.9,0.49,0.02,13.13,87.9,1.0,ground,0.5158501440922191,0.13619495524640862,0.3280179351227558
paper,food,38.0,6.4,0.26,0.99,1.28,94.3,1.0,ground,0.027995059695347883,0.1498596631183929,0.3917950884351619
jute,electronics,49.0,8.4,0.27,0.94,1.61,77.4,3.0,air,0.04158089748867848,0.25070937872850063,0.419732895950302
metal,electronics,89.0,16.3,0.74,0.0,18.39,89.5,3.0,air,0.7324001646768217,0.0812054854708004,0.43369326461841223
plastic,cosmetics,68.0,11.5,0.36,0.11,9.36,29.4,2.0,ground,0.36064223960477565,0.27058096393137177,0.24080860332283566
plastic,cosmetics,79.0,13.1,0.33,0.06,11.96,27.1,2.0,ground,0.467682173734047,0.4110587879583886,0.28701918985198205
paper,food,39.0,6.1,0.24,0.92,1.22,75.3,1.0,ground,0.025524907369287773,0.19120752785274853,0.34065811228761284
bagasse,home,44.0,6.1,0.28,1.0,0.91,85.6,1.0,ground,0.012762453684643888,0.16953458906233823,0.3979548390927991
glass,pharmaceuticals,76.0,11.2,0.48,0.01,20.76,89.8,2.0,ground,0.829971181556196,0.17613767531177768,0.3202312838080764
bagasse,pharmaceuticals,42.0,7.1,0.17,0.94,0.61,83.0,2.0,ground,0.00041169205434335156,0.4345253139716857,0.39473886903240446
plastic,home,60.0,8.7,0.37,0.06,15.91,40.3,1.0,ground,0.6303005351996707,0.18580443147136957,0.1529458243210003
jute,electronics,55.0,8.5,0.16,0.85,1.64,70.5,3.0,air,0.04281597365170853,0.695071449231875,0.4229188985341742
bagasse,cosmetics,49.0,6.9,0.12,1.0,0.91,87.4,2.0,ground,0.012762453684643888,0.861349538257688,0.44597827742953666
plastic,electronics,63.0,9.9,0.19,0.14,7.62,40.2,3.0,air,0.28900782214903253,0.6632651820384334,0.24536404026475298
glass,home,80.0,12.1,0.47,0.01,1.48,87.7,1.0,ground,0.036228900782214905,0.21059740478766212,0.4255673494361868
jute,home,57.0,11.4,0.26,0.88,1.52,62.8,1.0,ground,0.03787566899958831,0.3724433429408844,0.4540794445706332
bamboo,pharmaceuticals,53.0,10.6,0.2,0.87,0.71,78.7,2.0,ground,0.004528612597776862,0.5048797476695631,0.4643847887690489
jute,electronics,35.0,6.0,0.24,0.9,1.14,73.1,3.0,air,0.022231370934540962,0.1500141030885699,0.313711843198943
jute,cosmetics,39.0,5.7,0.2,0.86,1.65,77.1,2.0,ground,0.04322766570605187,0.27700996837694475,0.3281323987279105
metal,pharmaceuticals,76.0,10.9,0.49,0.0,14.65,89.4,2.0,ground,0.5784273363524084,0.1657214150584945,0.3377721443325783
bamboo,home,51.0,9.1,0.3,0.9,0.74,84.9,1.0,ground,0.005763688760806917,0.22114851718810694,0.4467171428068172
glass,food,73.0,11.7,0.5,0.01,13.3,87.2,1.0,ground,0.5228489090160561,0.14655875931302498,0.3378290584655407
plastic,cosmetics,70.0,12.4,0.3,0.22,12.59,38.2,2.0,ground,0.4936187731576781,0.40039030016367283,0.2929123971413711
bamboo,electronics,55.0,8.9,0.22,0.89,1.02,74.5,3.0,air,0.01729106628242075,0.4384591491143907,0.44270678821238424
plastic,home,56.0,7.6,0.38,0.14,10.86,46.3,1.0,ground,0.4223960477562783,0.1416597019325776,0.16910744709763886
jute,electronics,58.0,9.3,0.28,0.89,1.37,79.5,3.0,air,0.03170028818443805,0.31765876906608137,0.4656051827847729
metal,pharmaceuticals,89.0,14.0,0.49,0.0,16.83,97.2,2.0,ground,0.6681762041992588,0.24495074888759158,0.44328231714164856
paper,home,48.0,8.3,0.16,0.94,1.26,91.0,1.0,ground,0.02717167558666118,0.58656216615703,0.4515848540182915
bagasse,cosmetics,48.0,6.6,0.17,0.99,0.75,76.4,2.0,ground,0.006175380815150269,0.5125385527066543,0.409893798822405
glass,electronics,70.0,11.4,0.34,0.01,21.38,91.2,3.0,air,0.8554960889254837,0.3153795200157539,0.30747327228378546
plastic,electronics,64.0,9.4,0.37,0.21,6.16,78.7,3.0,air,0.2289007822149033,0.2164347882008536,0.32905744254764174
metal,cosmetics,78.0,12.6,0.58,0.0,1.48,88.5,2.0,ground,0.036228900782214905,0.1147459680899804,0.4151885703732645
bagasse,pharmaceuticals,38.0,6.7,0.15,0.91,0.77,79.3,2.0,ground,0.0069987649238369715,0.456652141739176,0.3591304138538914
jute,pharmaceuticals,51.0,8.3,0.21,0.87,1.58,78.7,2.0,ground,0.04034582132564842,0.41899097307546684,0.42029104052362054
paper,electronics,46.0,7.0,0.13,0.91,1.6,85.3,3.0,air,0.04116920543433512,0.7211539936229522,0.40838325815047927
plastic,pharmaceuticals,75.0,12.3,0.31,0.14,16.82,78.7,2.0,ground,0.6677645121449156,0.41714000312455457,0.3625981104062338
plastic,electronics,57.0,9.6,0.26,0.06,17.05,28.0,3.0,air,0.6772334293948127,0.35574956695419735,0.13011604750348973
bagasse,electronics,39.0,5.3,0.2,0.92,0.94,76.6,3.0,air,0.01399752984767394,0.2721873275453549,0.33661978712812307
plastic,pharmaceuticals,55.0,8.5,0.42,0.07,10.54,33.6,2.0,ground,0.4092219020172911,0.10264949217909741,0.1351304388585726
paper,cosmetics,52.0,7.9,0.19,0.96,1.48,94.9,2.0,ground,0.036228900782214905,0.4982801443746277,0.47249486237392996
plastic,electronics,49.0,6.7,0.44,0.07,15.42,28.6,3.0,air,0.6101276245368464,0.04333193149322909,0.052855799723061675
plastic,electronics,45.0,6.2,0.38,0.24,7.33,36.3,3.0,air,0.2770687525730754,0.06297432305798888,0.11629077513612289
bagasse,pharmaceuticals,44.0,6.0,0.27,0.91,1.03,82.6,2.0,ground,0.0177027583367641,0.18462125203364518,0.3726634327125641
bamboo,home,42.0,6.6,0.31,0.87,1.31,68.0,1.0,ground,0.02923013585837794,0.11611333972100674,0.329899556841592
plastic,electronics,46.0,7.2,0.26,0.05,7.55,46.1,3.0,air,0.2861259777686291,0.23147367905330646,0.12426222932110999
jute,cosmetics,35.0,6.9,0.2,0.92,1.06,74.5,2.0,ground,0.018937834499794158,0.24325148255581608,0.3360291508597836
plastic,food,72.0,13.2,0.26,0.18,1.48,33.1,1.0,ground,0.036228900782214905,0.5282519188166283,0.34259078207598775
jute,electronics,38.0,5.5,0.3,0.93,1.48,72.9,3.0,air,0.036228900782214905,0.08772189847086961,0.3197749591003182
bagasse,pharmaceuticals,43.0,6.1,0.18,0.95,0.75,85.4,2.0,ground,0.006175380815150269,0.395834114560299,0.39120657355717464
metal,electronics,85.0,13.2,0.46,0.0,13.77,97.7,3.0,air,0.5421984355701935,0.25284579897600157,0.430914080979079
jute,home,47.0,6.8,0.18,0.95,1.23,69.3,1.0,ground,0.025936599423631124,0.458796334882774,0.3829081385805352
metal,food,97.0,14.1,0.66,0.0,19.54,89.4,1.0,ground,0.779744750926307,0.14398687328964277,0.4396879939445185
